,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
2727,77902,Ray,Ragelis,Ray Ragelis,"Ragelis, Ray",R. Ragelis,ray-ragelis,1928-12-10T00:00:00,Northwestern,USA,Northwestern/USA,6-4,205,1,18,Forward,Inactive,N,1610612758,Royals,ROC,kings,Rochester,HISTADD_ray_ragelis,1951,1951,N,Y,Y,1951,2,17,N
2728,77903,Sherwin,Raiken,Sherwin Raiken,"Raiken, Sherwin",S. Raiken,sherwin-raiken,1928-10-29T00:00:00,Villanova,USA,Villanova/USA,6-2,185,1,5,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_sherwin_raiken,1952,1952,N,Y,Y,Undrafted,Undrafted,Undrafted,N
2729,77904,Ed,Rains,Ed Rains,"Rains, Ed",E. Rains,ed-rains,1956-12-24T00:00:00,South Alabama,USA,South Alabama/USA,6-7,190,2,15,Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,HISTADD_ed_rains,1981,1982,N,Y,Y,1981,2,30,N
2730,2080,Igor,Rakocevic,Igor Rakocevic,"Rakocevic, Igor",I. Rakocevic,igor-rakocevic,1978-03-29T00:00:00,Buducnost,Serbia,Buducnost/Serbia,6-2,184,2,36,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,igor_rakocevic,2002,2002,N,Y,Y,2000,2,51,N
2731,77905,Kurt,Rambis,Kurt Rambis,"Rambis, Kurt",K. Rambis,kurt-rambis,1958-02-25T00:00:00,Santa Clara,USA,Santa Clara/USA,6-8,213,14,18,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_kurt_rambis,1981,1994,N,Y,Y,1980,3,58,N
2732,2762,Peter John,Ramos,Peter John Ramos,"Ramos, Peter John",P. Ramos,peter-john-ramos,1985-05-23T00:00:00,Caguas,Puerto Rico,Caguas/Puerto Rico,7-3,275,2,,Center,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,peter john_ramos,2004,2004,Y,Y,Y,2004,2,32,N
2733,77906,Cal,Ramsey,Cal Ramsey,"Ramsey, Cal",C. Ramsey,cal-ramsey,1937-07-13T00:00:00,New York University,USA,New York University/USA,6-4,200,2,3,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_cal_ramsey,1959,1960,N,Y,Y,1959,2,13,N
2734,77907,Frank,Ramsey,Frank Ramsey,"Ramsey, Frank",F. Ramsey,frank-ramsey,1931-07-13T00:00:00,Kentucky,USA,Kentucky/USA,6-3,190,9,23,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_frank_ramsey,1954,1963,N,Y,Y,1953,1,5,N
2735,1630186,Jahmi'us,Ramsey,Jahmi'us Ramsey,"Ramsey, Jahmi'us",J. Ramsey,jahmius-ramsey,2001-06-09T00:00:00,Texas Tech,USA,Texas Tech/USA,6-3,190,3,,Guard,Inactive,N,0,,,,,jahmius_ramsey,2020,2021,Y,Y,Y,2020,2,43,N
2736,77908,Ray,Ramsey,Ray Ramsey,"Ramsey, Ray",R. Ramsey,ray-ramsey,1921-07-18T00:00:00,Bradley,USA,Bradley/USA,6-2,165,1,,Guard,Inactive,N,1610610024,Bullets,BAL,bullets,Baltimore,HISTADD_ray_ramsey,1948,1948,N,Y,Y,Undrafted,Undrafted,Undrafted,N
2737,1821,Mark,Randall,Mark Randall,"Randall, Mark",M. Randall,mark-randall,1967-09-30T00:00:00,Kansas,USA,Kansas/USA,6-8,235,4,42,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,mark_randall,1991,1994,N,Y,Y,1991,1,26,N
2738,1626184,Chasson,Randle,Chasson Randle,"Randle, Chasson",C. Randle,chasson-randle,1993-02-05T00:00:00,Stanford,USA,Stanford/USA,6-2,185,5,25,Guard,Inactive,Y,1610612764,Wizards,WAS,wizards,Washington,chasson_randle,2016,2020,Y,Y,Y,2015,,,N
2739,203944,Julius,Randle,Julius Randle,"Randle, Julius",J. Randle,julius-randle,1994-11-29T00:00:00,Kentucky,USA,Kentucky/USA,6-8,250,8,30,Forward-Center,Active,Y,1610612752,Knicks,NYK,knicks,New York,julius_randle,2014,2022,N,Y,Y,2014,1,7,N
2740,201576,Anthony,Randolph,Anthony Randolph,"Randolph, Anthony",A. Randolph,anthony-randolph,1989-07-15T00:00:00,Louisiana State,USA,Louisiana State/USA,,,6,,,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,anthony_randolph,2008,2016,N,Y,Y,2008,1,14,N
2741,101183,Shavlik,Randolph,Shavlik Randolph,"Randolph, Shavlik",S. Randolph,shavlik-randolph,1983-11-24T00:00:00,Duke,USA,Duke/USA,6-10,236,8,,Forward,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,shavlik_randolph,2005,2014,N,Y,Y,Undrafted,Undrafted,Undrafted,N
2742,2216,Zach,Randolph,Zach Randolph,"Randolph, Zach",Z. Randolph,zach-randolph,1981-07-16T00:00:00,Michigan State,USA,Michigan State/USA,6-9,250,18,50,Forward,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,zach_randolph,2001,2017,N,Y,Y,2001,1,19,N
2743,77910,Wally,Rank,Wally Rank,"Rank, Wally",W. Rank,wally-rank,1958-03-01T00:00:00,San Jose State,USA,San Jose State/USA,6-6,220,1,30,Forward,Inactive,N,1610612746,Clippers,SDC,clippers,San Diego,HISTADD_wally_rank,1980,1980,N,Y,Y,1980,5,99,N
2744,77911,Kelvin,Ransey,Kelvin Ransey,"Ransey, Kelvin",K. Ransey,kelvin-ransey,1958-05-03T00:00:00,Ohio State,USA,Ohio State/USA,6-2,170,6,14,Guard,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,HISTADD_kelvin_ransey,1980,1985,N,Y,Y,1980,1,4,N
2745,77912,Sam,Ranzino,Sam Ranzino,"Ranzino, Sam",S. Ranzino,sam-ranzino,1927-06-21T00:00:00,North Carolina State,USA,North Carolina State/USA,6-1,185,1,3,Guard,Inactive,N,1610612758,Royals,ROC,kings,Rochester,HISTADD_sam_ranzino,1951,1951,N,Y,Y,1951,1,8,N
2746,78656,Blair,Rasmussen,Blair Rasmussen,"Rasmussen, Blair",B. Rasmussen,blair-rasmussen,1962-11-13T00:00:00,Oregon,USA,Oregon/USA,6-4,172,8,41,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,blair_rasmussen,1985,1992,N,Y,Y,1985,1,15,N
2747,1628504,Xavier,Rathan-Mayes,Xavier Rathan-Mayes,"Rathan-Mayes, Xavier",X. Rathan-Mayes,xavier-rathan-mayes,1994-04-29T00:00:00,Florida State,Canada,Florida State/Canada,6-4,208,1,,Guard,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,xavier_rathan-mayes,2017,2017,Y,Y,Y,2017,,,N
2748,77913,George,Ratkovicz,George Ratkovicz,"Ratkovicz, George",G. Ratkovicz,george-ratkovicz,1922-11-13T00:00:00,Lindblom HS (IL),USA,Lindblom HS (IL)/USA,6-7,220,6,13,Forward,Inactive,N,1610612755,Nationals,PHI,sixers,Syracuse,HISTADD_george_ratkovicz,1949,1954,N,Y,Y,Undrafted,Undrafted,Undrafted,N
2749,77914,Ed,Ratleff,Ed Ratleff,"Ratleff, Ed",E. Ratleff,ed-ratleff,1950-03-29T00:00:00,Long Beach State,USA,Long Beach State/USA,6-6,195,5,42,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,HISTADD_ed_ratleff,1973,1977,N,Y,Y,1973,1,6,N
2750,77915,Mike,Ratliff,Mike Ratliff,"Ratliff, Mike",M. Ratliff,mike-ratliff,1951-06-07T00:00:00,Wisconsin-Eau Claire,USA,Wisconsin-Eau Claire/USA,6-10,230,2,43,Center,Inactive,N,1610612758,Kings,KCK,kings,Kansas City-Omaha,HISTADD_mike_ratliff,1972,1973,N,Y,Y,1972,2,28,N
2751,689,Theo,Ratliff,Theo Ratliff,"Ratliff, Theo",T. Ratliff,theo-ratliff,1973-04-17T00:00:00,Wyoming,USA,Wyoming/USA,6-10,235,17,50,Center,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,theo_ratliff,1995,2010,N,Y,Y,1995,1,18,N
2752,202360,Andy,Rautins,Andy Rautins,"Rautins, Andy",A. Rautins,andy-rautins,1986-11-02T00:00:00,Syracuse,USA,Syracuse/USA,6-4,190,2,11,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,andy_rautins,2010,2010,Y,Y,Y,2010,2,38,N
2753,77916,Leo,Rautins,Leo Rautins,"Rautins, Leo",L. Rautins,leo-rautins,1960-03-20T00:00:00,Syracuse,USA,Syracuse/USA,6-8,215,2,7,Forward,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_leo_rautins,1983,1984,N,Y,Y,1983,1,17,N
2754,200810,Allan,Ray,Allan Ray,"Ray, Allan",A. Ray,allan-ray,1984-06-17T00:00:00,Villanova,USA,Villanova/USA,,,1,,,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,allan_ray,2006,2007,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
2755,77917,Clifford,Ray,Clifford Ray,"Ray, Clifford",C. Ray,clifford-ray,1949-01-21T00:00:00,Oklahoma,USA,Oklahoma/USA,6-9,230,10,44,Center,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_clifford_ray,1971,1980,N,Y,Y,1971,3,40,N
2756,77918,Don,Ray,Don Ray,"Ray, Don",D. Ray,don-ray,1921-07-08T00:00:00,Western Kentucky,USA,Western Kentucky/USA,6-5,190,1,96,Forward,Inactive,N,1610612737,Blackhawks,TCB,hawks,Tri-Cities,HISTADD_duck_ray,1949,1949,N,Y,Y,1948,1,11,N
2757,77920,Jamesearl,Ray,Jamesearl Ray,"Ray, Jamesearl",J. Ray,jamesearl-ray,1957-07-27T00:00:00,Jacksonville,USA,Jacksonville/USA,6-8,215,3,43,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,HISTADD_james_earl_ray,1980,1982,N,Y,Y,1980,1,5,N
2758,77919,Jim,Ray,Jim Ray,"Ray, Jim",J. Ray,jim-ray,1934-01-12T00:00:00,Toledo,USA,Toledo/USA,6-0,180,2,3,Guard,Inactive,N,1610612755,Nationals,PHI,sixers,Syracuse,HISTADD_jim_ray,1956,1959,N,Y,Y,1956,,,N
2759,77921,Craig,Raymond,Craig Raymond,"Raymond, Craig",C. Raymond,craig-raymond,1945-04-05T00:00:00,Brigham Young,USA,Brigham Young/USA,6-11,235,1,20,Center,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_craig_raymond,1968,1968,N,Y,Y,1967,1,12,N
2760,77922,Connie,Rea,Connie Rea,"Rea, Connie",C. Rea,connie-rea,1935-01-27T00:00:00,Centenary-Louisiana,USA,Centenary-Louisiana/USA,6-3,175,1,,Guard,Inactive,N,1610610024,Bullets,BAL,bullets,Baltimore,HISTADD_connie_rea,1953,1953,N,Y,Y,1953,,,N
2761,1630559,Austin,Reaves,Austin Reaves,"Reaves, Austin",A. Reaves,austin-reaves,1998-05-29T00:00:00,Oklahoma,USA,Oklahoma/USA,6-5,197,1,15,Guard,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,austin_reaves,2021,2022,N,Y,Y,Undrafted,Undrafted,Undrafted,N
2762,77923,Joe,Reaves,Joe Reaves,"Reaves, Joe",J. Reaves,joe-reaves,1950-05-27T00:00:00,Bethel,USA,Bethel/USA,6-5,210,1,24,Forward,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADD_joe_reaves,1973,1973,N,Y,Y,1973,3,42,N
2763,1629729,Josh,Reaves,Josh Reaves,"Reaves, Josh",J. Reaves,josh-reaves,1997-06-04T00:00:00,Penn State,USA,Penn State/USA,6-4,214,2,23,Guard-Forward,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,josh_reaves,2019,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
2764,1442,Zeljko,Rebraca,Zeljko Rebraca,"Rebraca, Zeljko",Z. Rebraca,zeljko-rebraca,1972-04-09T00:00:00,Panathinaikos,Serbia,Panathinaikos/Serbia,7-0,265,6,11,Center,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,zeljko_rebraca,2001,2005,N,Y,Y,1994,2,54,N
2765,695,Eldridge,Recasner,Eldridge Recasner,"Recasner, Eldridge",E. Recasner,eldridge-recasner,1967-12-14T00:00:00,Washington,USA,Washington/USA,,,8,,Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,eldridge_recasner,1994,2001,N,Y,Y,1992,,,N
2766,2072,Michael,Redd,Michael Redd,"Redd, Michael",M. Redd,michael-redd,1979-08-24T00:00:00,Ohio State,USA,Ohio State/USA,6-6,215,13,22,Guard,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,michael_redd,2000,2011,N,Y,Y,2000,2,43,N
2767,1629629,Cam,Reddish,Cam Reddish,"Reddish, Cam",C. Reddish,cam-reddish,1999-09-01T00:00:00,Duke,USA,Duke/USA,6-7,217,3,0,Forward-Guard,Active,Y,1610612752,Knicks,NYK,knicks,New York,cameron_reddish,2019,2022,N,Y,Y,2019,1,10,N
2768,77925,Frank,Reddout,Frank Reddout,"Reddout, Frank",F. Reddout,frank-reddout,1905-04-14T00:00:00,Syracuse,USA,Syracuse/USA,6-5,195,1,21,Forward,Inactive,N,1610612758,Royals,ROC,kings,Rochester,HISTADD_frank_reddout,1953,1953,N,Y,Y,1953,,,N
2769,200755,JJ,Redick,JJ Redick,"Redick, JJ",J. Redick,jj-redick,1984-06-24T00:00:00,Duke,USA,Duke/USA,6-3,200,16,17,Guard,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,jj_redick,2006,2020,N,Y,Y,2006,1,11,N
2770,77926,Marlon,Redmond,Marlon Redmond,"Redmond, Marlon",M. Redmond,marlon-redmond,1955-04-15T00:00:00,San Francisco,USA,San Francisco/USA,6-6,188,2,4,Guard,Inactive,N,1610612758,Kings,KCK,kings,Kansas City,HISTADD_marlon_redmond,1978,1979,N,Y,Y,1977,3,60,N
2771,1628432,Davon,Reed,Davon Reed,"Reed, Davon",D. Reed,davon-reed,1995-06-11T00:00:00,Miami,USA,Miami/USA,6-5,206,3,9,Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,davon_reed,2017,2022,Y,Y,Y,2017,2,32,N
2772,77927,Hub,Reed,Hub Reed,"Reed, Hub",H. Reed,hub-reed,1936-10-04T00:00:00,Oklahoma City,USA,Oklahoma City/USA,6-9,215,7,20-23,Center,Inactive,N,1610612758,Royals,CIN,kings,Cincinnati,HISTADD_hub_reed,1958,1964,N,Y,Y,1958,2,14,N
2773,2770,Justin,Reed,Justin Reed,"Reed, Justin",J. Reed,justin-reed,1982-01-16T00:00:00,Mississippi,USA,Mississippi/USA,6-8,240,4,,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,justin_reed,2004,2006,Y,Y,Y,2004,2,40,N
2774,1630194,Paul,Reed,Paul Reed,"Reed, Paul",P. Reed,paul-reed,1999-06-14T00:00:00,DePaul,USA,DePaul/USA,6-9,210,2,44,Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,paul_reed,2020,2022,Y,Y,Y,2020,2,58,N
2775,77928,Ron,Reed,Ron Reed,"Reed, Ron",R. Reed,ron-reed,1942-11-02T00:00:00,Notre Dame,USA,Notre Dame/USA,6-5,205,2,20,Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_ron_reed,1965,1966,N,Y,Y,1965,3,20,N
2776,203186,Willie,Reed,Willie Reed,"Reed, Willie",W. Reed,willie-reed,1990-05-16T00:00:00,St. Louis,USA,St. Louis/USA,6-11,245,3,,Center,Inactive,N,1610612748,Heat,MIA,heat,Miami,willie_reed,2012,2017,Y,Y,Y,2011,0,0,N
2777,77929,Willis,Reed,Willis Reed,"Reed, Willis",W. Reed,willis-reed,1942-06-25T00:00:00,Grambling,USA,Grambling/USA,6-10,235,10,19,Center,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_willis_reed,1964,1973,N,Y,Y,1964,2,8,Y
2778,735,Bryant,Reeves,Bryant Reeves,"Reeves, Bryant",B. Reeves,bryant-reeves,1973-06-08T00:00:00,Oklahoma State,USA,Oklahoma State/USA,7-0,290,6,50,Center,Inactive,N,1610612763,Grizzlies,VAN,grizzlies,Vancouver,bryant_reeves,1995,2000,N,Y,Y,1995,1,6,N
2779,234,Khalid,Reeves,Khalid Reeves,"Reeves, Khalid",K. Reeves,khalid-reeves,1972-07-15T00:00:00,Arizona,USA,Arizona/USA,6-3,199,6,,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,khalid_reeves,1994,1999,N,Y,Y,1994,1,12,N
2780,77932,Richie,Regan,Richie Regan,"Regan, Richie",R. Regan,richie-regan,1930-11-30T00:00:00,Seton Hall,USA,Seton Hall/USA,6-2,180,3,14,Guard,Inactive,N,1610612758,Royals,CIN,kings,Cincinnati,HISTADD_richie_regan,1955,1957,N,Y,Y,1953,1,4,N
2781,77933,Don,Rehfeldt,Don Rehfeldt,"Rehfeldt, Don",D. Rehfeldt,don-rehfeldt,1927-01-07T00:00:00,Wisconsin,USA,Wisconsin/USA,6-6,210,2,15,Forward,Inactive,N,1610610024,Bullets,BAL,bullets,Baltimore,HISTADD_don_rehfeldt,1950,1951,N,Y,Y,1950,1,2,N
2782,77937,Billy,Reid,Billy Reid,"Reid, Billy",B. Reid,billy-reid,1957-09-10T00:00:00,San Francisco,USA,San Francisco/USA,6-5,190,1,31,Guard,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_billy_reid,1980,1980,N,Y,Y,1980,9,182,N
2783,690,Don,Reid,Don Reid,"Reid, Don",D. Reid,don-reid,1973-12-30T00:00:00,Georgetown,USA,Georgetown/USA,6-8,250,9,52,Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,don_reid,1995,2002,N,Y,Y,1995,2,58,N
2784,462,J.R.,Reid,J.R. Reid,"Reid, J.R.",J. Reid,jr-reid,1968-03-31T00:00:00,North Carolina,USA,North Carolina/USA,,,11,,Forward,Inactive,N,1610612766,Hornets,CHH,hornets,Charlotte,j.r._reid,1989,2000,N,Y,Y,1989,1,5,N
2785,77935,Jim,Reid,Jim Reid,"Reid, Jim",J. Reid,jim-reid,1945-08-03T00:00:00,Winston-Salem State,USA,Winston-Salem State/USA,6-6,210,1,12,Center,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_jim_reid,1967,1967,N,Y,Y,Undrafted,Undrafted,Undrafted,N
2786,1629675,Naz,Reid,Naz Reid,"Reid, Naz",N. Reid,naz-reid,1999-08-26T00:00:00,Louisiana State,USA,Louisiana State/USA,6-9,264,3,11,Center-Forward,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,naz_reid,2019,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
2787,77936,Robert,Reid,Robert Reid,"Reid, Robert",R. Reid,robert-reid,1955-08-30T00:00:00,St. Mary's (TX),USA,St. Mary's (TX)/USA,6-8,205,13,50,Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,HISTADD_robert_reid,1977,1990,N,Y,Y,1977,2,40,N
2788,202385,Ryan,Reid,Ryan Reid,"Reid, Ryan",R. Reid,ryan-reid,1986-10-30T00:00:00,Florida State,USA,Florida State/USA,6-8,235,1,,Forward,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,ryan_reid,2011,2011,Y,Y,Y,2010,2,57,N
2789,2876,Jared,Reiner,Jared Reiner,"Reiner, Jared",J. Reiner,jared-reiner,1982-04-08T00:00:00,Iowa,USA,Iowa/USA,6-11,255,3,55,Center,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,jared_reiner,2004,2006,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
2790,77938,Joseph,Reiser,Joseph Reiser,"Reiser, Joseph",J. Reiser,joseph-reiser,1914-12-17T00:00:00,New York University,USA,New York University/USA,5-11,165,3,,Guard,Inactive,N,1610610024,Bullets,BAL,bullets,Baltimore,HISTADD_chick_reiser,1947,1949,N,Y,Y,1947,,,N
2791,77939,Richard,Rellford,Richard Rellford,"Rellford, Richard",R. Rellford,richard-rellford,1964-02-16T00:00:00,Michigan,USA,Michigan/USA,6-6,230,1,42,Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,HISTADD_richard_rellford,1987,1987,N,Y,Y,1986,5,95,N
2792,720,Terrence,Rencher,Terrence Rencher,"Rencher, Terrence",T. Rencher,terrence-rencher,1973-02-19T00:00:00,Texas-Austin,USA,Texas-Austin/USA,6-3,185,1,,Guard,Inactive,N,1610612748,Heat,MIA,heat,Miami,terrence_rencher,1995,1995,N,Y,Y,1995,2,32,N
2793,77941,John,Rennicke,John Rennicke,"Rennicke, John",J. Rennicke,john-rennicke,1929-08-11T00:00:00,Drake,USA,Drake/USA,6-2,185,1,,Guard,Inactive,N,1610612737,Hawks,MIH,hawks,Milwaukee,HISTADD_john_rennicke,1951,1951,N,Y,Y,1951,6,51,N
2794,77942,Rob,Rensberger,Rob Rensberger,"Rensberger, Rob",R. Rensberger,rob-rensberger,1921-03-07T00:00:00,Notre Dame,USA,Notre Dame/USA,6-2,170,1,,Forward,Inactive,N,1610610025,Stags,CHS,stags,Chicago,HISTADD_rob_rensberger,1946,1946,N,Y,Y,Undrafted,Undrafted,Undrafted,N
2795,981,Efthimios,Rentzias,Efthimios Rentzias,"Rentzias, Efthimios",E. Rentzias,efthimios-rentzias,1976-01-11T00:00:00,FC Barcelona,Greece,FC Barcelona/Greece,6-11,250,2,14,Center,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,efthimios_rentzias,2002,2002,N,Y,Y,1996,1,23,N
2796,704,Shawn,Respert,Shawn Respert,"Respert, Shawn",S. Respert,shawn-respert,1972-02-06T00:00:00,Michigan State,USA,Michigan State/USA,6-1,195,4,,Guard,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,shawn_respert,1995,1998,N,Y,Y,1995,1,8,N
2797,77944,Kevin,Restani,Kevin Restani,"Restani, Kevin",K. Restani,kevin-restani,1951-12-23T00:00:00,San Francisco,USA,San Francisco/USA,6-9,225,8,24,Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,HISTADD_bigbird_restani,1974,1981,N,Y,Y,1974,3,39,N
2798,1629244,Cam,Reynolds,Cam Reynolds,"Reynolds, Cam",C. Reynolds,cam-reynolds,1995-02-07T00:00:00,Tulane,USA,Tulane/USA,6-7,225,2,,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,cameron_reynolds,2018,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
2799,77945,George,Reynolds,George Reynolds,"Reynolds, George",G. Reynolds,george-reynolds,1947-11-23T00:00:00,Houston,USA,Houston/USA,6-4,195,1,10,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_george_reynolds,1969,1969,N,Y,Y,1969,9,117,N
2800,77946,Jerry,Reynolds,Jerry Reynolds,"Reynolds, Jerry",J. Reynolds,jerry-reynolds,1962-12-23T00:00:00,Louisiana State,USA,Louisiana State/USA,6-8,200,8,44,Guard,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,HISTADD_jerry_reynolds,1985,1995,N,Y,Y,1985,1,22,N
2801,1631197,Jared,Rhoden,Jared Rhoden,"Rhoden, Jared",J. Rhoden,jared-rhoden,1999-08-27T00:00:00,Seton Hall,USA,Seton Hall/USA,,,0,,,Inactive,Y,0,,,,,jared_rhoden,,,N,N,Y,Undrafted,Undrafted,Undrafted,N
2802,77947,Gene,Rhodes,Gene Rhodes,"Rhodes, Gene",G. Rhodes,gene-rhodes,1927-09-02T00:00:00,Western Kentucky,USA,Western Kentucky/USA,6-1,170,1,,Guard,Inactive,N,1610610030,Olympians,INO,olympians,Indianapolis,HISTADD_gene_rhodes,1952,1952,N,Y,Y,1952,,,N
2803,1518,Rodrick,Rhodes,Rodrick Rhodes,"Rhodes, Rodrick",R. Rhodes,rodrick-rhodes,1973-09-24T00:00:00,Southern California,USA,Southern California/USA,6-6,225,3,,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,rodrick_rhodes,1997,1999,N,Y,Y,1997,1,24,N
2804,779,Glen,Rice,Glen Rice,"Rice, Glen",G. Rice,glen-rice,1967-05-28T00:00:00,Michigan,USA,Michigan/USA,6-8,228,15,,Forward-Guard,Inactive,N,1610612748,Heat,MIA,heat,Miami,glen_rice,1989,2003,N,Y,Y,1989,1,4,N
2805,203318,Glen,Rice,Glen Rice,"Rice, Glen",G. Rice,glen-rice,1991-01-01T00:00:00,Michigan,USA,Michigan/USA,6-6,206,2,,Guard-Forward,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,glen_rice,2013,2014,Y,Y,Y,2013,2,35,N
2806,201181,Chris,Richard,Chris Richard,"Richard, Chris",C. Richard,chris-richard,1984-12-25T00:00:00,Florida,USA,Florida/USA,6-9,256,3,35,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,chris_richard,2007,2009,Y,Y,Y,2007,2,41,N
2807,1630208,Nick,Richards,Nick Richards,"Richards, Nick",N. Richards,nick-richards,1997-11-29T00:00:00,Kentucky,Jamaica,Kentucky/Jamaica,7-0,245,2,4,Center,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,nick_richards,2020,2022,Y,Y,Y,2020,2,42,N
2808,77950,Clint,Richardson,Clint Richardson,"Richardson, Clint",C. Richardson,clint-richardson,1956-08-07T00:00:00,Seattle,USA,Seattle/USA,6-3,195,8,4,Guard,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_clint_richardson,1979,1986,N,Y,Y,1979,2,36,N
2809,2202,Jason,Richardson,Jason Richardson,"Richardson, Jason",J. Richardson,jason-richardson,1981-01-20T00:00:00,Michigan State,USA,Michigan State/USA,6-6,225,14,23,Guard,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,jason_richardson,2001,2014,N,Y,Y,2001,1,5,N
2810,200978,Jeremy,Richardson,Jeremy Richardson,"Richardson, Jeremy",J. Richardson,jeremy-richardson,1984-03-01T00:00:00,Delta State,USA,Delta State/USA,6-7,195,4,32,Guard-Forward,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,jeremy_richardson,2006,2008,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
2811,1626196,Josh,Richardson,Josh Richardson,"Richardson, Josh",J. Richardson,josh-richardson,1993-09-15T00:00:00,Tennessee,USA,Tennessee/USA,6-6,200,7,7,Guard,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,josh_richardson,2015,2022,Y,Y,Y,2015,2,40,N
